_id,school,degree,university,gross_monthly_median,gross_mthly_25_percentile,rank,basic_monthly_median,employment_rate_ft_perm,gross_mthly_75_percentile,gross_monthly_mean,basic_monthly_mean,year,employment_rate_overall
1109,Faculty of Law,Bachelor of Laws (L.L.B) (Hons) #,National University of Singapore,4700,4200,0.0573088,4600,96.9,5800,4910,4866,2015,96.9
1110,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery #,National University of Singapore,4900,4500,0.0573088,4500,100,5000,4729,4352,2015,100
1111,YLL School of Medicine,Bachelor of Science (Nursing),National University of Singapore,3400,3200,0.0573088,3200,97.3,3445,3356,3175,2015,97.3
1112,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),National University of Singapore,3435,3300,0.0573088,3200,100,3700,3466,3219,2015,100
1113,Yong Siew Toh Conservatory of Music,Bachelor of Music,National University of Singapore,3300,3000,0.0573088,3200,41.2,3600,3344,3244,2015,82.4
1114,Faculty of Science,Bachelor of Applied Science **,National University of Singapore,na,na,0.0573088,na,na,na,na,na,2015,na
1115,Faculty of Science,Bachelor of Applied Science (Hons),National University of Singapore,3100,3000,0.0573088,3000,77.8,4000,3355,3203,2015,85.2
1116,Faculty of Science,Bachelor of Science,National University of Singapore,3000,2620,0.0573088,2900,64.2,3200,3052,2859,2015,84.3
1117,Faculty of Science,Bachelor of Science (Hons),National University of Singapore,3300,3000,0.0573088,3200,76.2,3600,3321,3245,2015,83.9
1120,Multi-Disciplinary Programme,Bachelor of Environmental Studies,National University of Singapore,3500,3238,0.0573088,3462,59.4,3550,3433,3400,2015,71.9
1121,School of Accountancy (4-year programme) *,Accountancy,Singapore Management University,3000,2850,0.0573088,2900,93,3500,3427,3287,2015,97.3
1122,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,Singapore Management University,3200,2850,0.0573088,3100,97.7,4110,3701,3597,2015,97.7
1123,School of Business (4-year programme) *,Business Management,Singapore Management University,3300,3000,0.0573088,3200,88.2,4000,3611,3513,2015,93.9
1124,School of Business (4-year programme) *,Business Management Cum Laude and above,Singapore Management University,3868,3200,0.0573088,3800,93.3,4600,4130,4050,2015,98.3
1125,School of Economics (4-year programme) *,Economics,Singapore Management University,3500,3200,0.0573088,3500,85.8,4100,3946,3798,2015,90.3
1126,School of Economics (4-year programme) *,Economics Cum Laude and above,Singapore Management University,3850,3500,0.0573088,3800,92.7,4700,4380,4249,2015,98.2
1127,School of Information Systems (4-year programme) *,Information Systems Management,Singapore Management University,3500,3200,0.0573088,3500,85.9,4110,3660,3491,2015,94.8
1128,School of Information Systems (4-year programme) *,Information Systems Management Cum Laude and above,Singapore Management University,3800,3500,0.0573088,3800,92.1,4166,3834,3577,2015,97.4
1129,School of Social Sciences (4-year programme) *,Social Sciences,Singapore Management University,3200,2980,0.0573088,3100,83,3600,3550,3306,2015,89
1130,School of Social Sciences (4-year programme) *,Social Sciences Cum Laude and above,Singapore Management University,3560,3300,0.0573088,3500,89.7,4583,4012,3887,2015,93.1
1131,School of Law (4-year programme) *,Law #,Singapore Management University,4731,4350,0.0573088,4600,99,5800,4997,4889,2015,99
1132,School of Law (4-year programme) *,Law Cum Laude and above #,Singapore Management University,5000,4500,0.0573088,4766,100,5995,5313,5160,2015,100
1133,na,Bachelor of Engineering (Engineering Product Development),Singapore University of Technology and Design,3600,3400,0.0573088,3618,88.1,3800,3565,3595,2015,92.5
1134,na,Bachelor of Engineering (Engineering Systems and Design),Singapore University of Technology and Design,3500,3190,0.0573088,3450,71.8,4100,3763,3699,2015,80.3
1135,na,Bachelor of Engineering (Information Systems Technology and Design),Singapore University of Technology and Design,3950,3338,0.0573088,3700,83.7,4450,3952,3872,2015,86
1136,na,Bachelor of Science (Architecture and Sustainable Design) ###,Singapore University of Technology and Design,na,na,0.0573088,na,na,na,na,na,2015,na
1137,DigiPen Institute of Technology,Bachelor of Arts in Game Design **,Singapore Institute of Technology,na,na,0.0573088,na,na,na,na,na,2015,na
1138,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation,Singapore Institute of Technology,2700,2500,0.0573088,2700,65.4,2800,2682,2643,2015,88.5
1139,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design **,Singapore Institute of Technology,na,na,0.0573088,na,na,na,na,na,2015,na
1140,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,Singapore Institute of Technology,3233,3000,0.0573088,3200,90.5,3500,3346,3332,2015,95.2
1141,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,Singapore Institute of Technology,2750,2523,0.0573088,2750,54.3,2975,2922,2896,2015,76.1
1142,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,Singapore Institute of Technology,2700,2500,0.0573088,2600,71.9,3025,2893,2520,2015,87.5
1143,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,Singapore Institute of Technology,3250,2900,0.0573088,3000,72.6,3750,3405,3097,2015,85.5
1144,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,Singapore Institute of Technology,3300,3000,0.0573088,3100,77.4,3550,3452,3334,2015,83
1145,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,Singapore Institute of Technology,3225,3050,0.0573088,3025,91.7,3500,3354,3180,2015,91.7
1146,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,Singapore Institute of Technology,3200,3000,0.0573088,3050,83.3,3500,3266,3069,2015,90.5
1147,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,Singapore Institute of Technology,3141,2900,0.0573088,3050,100,3500,3266,3211,2015,100
1148,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,Singapore Institute of Technology,3350,3238,0.0573088,3125,94.7,3575,3469,3166,2015,100
1149,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,Singapore Institute of Technology,2700,2475,0.0573088,2700,81.1,3050,2876,2683,2015,89.2
